G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,Time
0.7881591,0.5899144,0.6635091,0.6779927,0.5829983,0.5694074,0.7470245,0.609902,0.7125751,0.521571,0.7448425,0.1057024,0.0912855,0.7317411,0.527971,0.2186683,0.6823075,0.6386815,0.7593125,4.57e-05,0.6574017,0.0593115,0.7357257,0.3015779,0.1418881,0.013417,0.6038716,0.7511695,0.1037731,0.6372099,0.6659623,0.6442685,0.5773302,0.4282498,0.1425513,0.0086542,0.3872052,0.1166475,0.2402359,0.3275953,0.078399,0.4228035,0.3338402,0.6514324,0.686886,3.39e-05,0.7322192,0.7875706,0.6980854,0.0932201,74.9995
0.7266487,0.6499354,0.6812927,0.7129787,0.6767051,0.6877974,0.7720613,0.6930796,0.7892511,0.5958799,0.6821677,0.0688323,0.1177261,0.7674447,0.5287067,0.1893234,0.6488833,0.7540912,0.6342015,1.58e-05,0.810028,0.034829,0.6781829,0.3055924,0.0696475,0.004116,0.6838415,0.6170347,0.0846725,0.7155306,0.715425,0.5623238,0.7840181,0.3377917,0.1171699,0.0128081,0.3699619,0.1238092,0.2654266,0.3834575,0.0628829,0.3451973,0.333386,0.6295436,0.6172599,2.32e-05,0.7316706,0.726018,0.7404232,0.0789523,241.6665
0.6687067,0.6990164,0.6932095,0.7663243,0.6596254,0.6132266,0.7072731,0.8003124,0.5966408,0.6097877,0.7171711,0.1040484,0.1120224,0.6440401,0.5391414,0.2196928,0.6945604,0.7434656,0.8074485,0.0,0.8558943,0.041312,0.7369374,0.4326901,0.1368841,0.0028035,0.7420094,0.7793967,0.0834819,0.6879533,0.8070515,0.5757827,0.5887541,0.3804822,0.1245803,0.0051523,0.4093611,0.2102604,0.2769493,0.3089745,0.0397322,0.3388268,0.3086885,0.6851633,0.4725409,3.42e-05,0.6583487,0.6613076,0.657577,0.0536286,241.6665
0.6564653,0.7443839,0.7415901,0.5888806,0.66013,0.7171601,0.7665856,0.6955021,0.6999686,0.6576789,0.7867871,0.0788264,0.0774671,0.732221,0.4988812,0.2629358,0.6663838,0.8356105,0.6850959,0.0001649,0.6662984,0.0491381,0.7143647,0.3420808,0.1004158,0.0003223,0.7175782,0.7301614,0.1462144,0.7735599,0.6601244,0.5139763,0.6463691,0.404793,0.1172111,0.0022049,0.3606328,0.1189574,0.2598688,0.2936006,0.0447522,0.2817972,0.3707131,0.6286212,0.4020087,3.76e-05,0.710588,0.7972147,0.5966229,0.0349047,241.6665
0.7173602,0.6975015,0.7095978,0.6341216,0.6780837,0.6378398,0.7593838,0.702592,0.8159561,0.5492694,0.7204863,0.0785873,0.1209633,0.5771192,0.5670762,0.2743375,0.6479581,0.7408422,0.7059284,0.0,0.6947984,0.0382801,0.6672815,0.2290257,0.0726282,0.0037785,0.543513,0.6484992,0.1056505,0.6811234,0.8722978,0.5602892,0.6129926,0.4315036,0.088872,0.0029099,0.4133465,0.2131782,0.2614274,0.321979,0.0454269,0.3364697,0.3207607,0.7375537,0.3665458,0.0001673,0.6981308,0.699508,0.56861,0.0492222,416.66650000000004
0.743563,0.6177065,0.8240769,0.6268655,0.7040962,0.674604,0.7351654,0.6560317,0.5597432,0.6038193,0.553204,0.1028762,0.1462884,0.7264559,0.626494,0.2665757,0.6461013,0.6947442,0.6480146,6.1e-06,0.7233396,0.0478067,0.5613946,0.305036,0.1114264,0.0030342,0.6452566,0.7047275,0.0590993,0.6495822,0.7006091,0.6745498,0.5293663,0.4592778,0.148453,0.0048048,0.314949,0.1784105,0.2508115,0.271425,0.1006164,0.316285,0.4141099,0.5644699,0.3605166,0.000899,0.6796504,0.6503471,0.7316707,0.0293851,416.66650000000004
0.6161913,0.6632161,0.6784151,0.6921917,0.631944,0.7343606,0.6653325,0.6100941,0.5801355,0.517708,0.6503501,0.0901724,0.0872273,0.5827795,0.5787967,0.2130349,0.6345181,0.6621095,0.7178111,0.000659,0.7064436,0.0438658,0.6829795,0.2711953,0.0786742,0.0008351,0.6356119,0.7653754,0.0786756,0.6811956,0.6271464,0.7488899,0.5792643,0.3547661,0.1402539,0.0034428,0.3671304,0.1483562,0.2875274,0.3706606,0.0738135,0.4082921,0.3712144,0.619531,0.2815274,0.0003815,0.7027391,0.5203874,0.6309044,0.0203604,416.66650000000004
0.6878366,0.8209691,0.8903034,0.6922045,0.9009737,0.6453851,0.5406272,0.654162,0.6079196,0.5835382,0.6233844,0.0729961,0.0763435,0.6910078,0.6102445,0.2304592,0.6055083,0.57783,0.6978469,0.0008715,0.7042554,0.045116,0.6369093,0.3182029,0.1428024,0.002038,0.6352044,0.637864,0.0900891,0.7327853,0.6594895,0.5407662,0.5246965,0.3620494,0.1268788,0.0017467,0.3327213,0.1756511,0.3514006,0.3221757,0.0931385,0.3396657,0.3416461,0.6239315,0.2381869,0.0002048,0.8421706,0.5972699,0.7790921,0.0509242,416.66650000000004
0.5969463,0.6461847,0.629781,0.7049865,0.6912237,0.6199726,0.5674244,0.5985701,0.6568135,0.584104,0.5922794,0.0654629,0.154653,0.6304904,0.5662907,0.03038,0.5533534,0.712442,0.6250344,0.0021498,0.7288107,0.0262155,0.6439834,0.7273223,0.1449129,0.0332988,0.6019692,0.7316331,0.4473308,0.704015,0.7117106,0.5930944,0.6013172,0.2878842,0.0581852,0.0358018,0.3559511,0.2320399,0.3792816,0.4164883,0.3269877,0.381196,0.2691939,0.6967623,0.5985484,0.0132058,0.6626014,0.6684312,0.5280335,0.3164806,583.3335
0.7029219,0.6821142,0.6293127,0.553579,0.6771795,0.7706154,0.5620331,0.6590858,0.71389,0.5635171,0.7353274,0.0958408,0.0969558,0.6029943,0.5175414,0.0166887,0.6579798,0.7280378,0.6798397,0.0002064,0.6758378,0.0402913,0.6988051,0.6160852,0.1032301,0.0471732,0.597662,0.5581564,0.4341689,0.8943779,0.7108761,0.5711615,0.5966319,0.2565156,0.0605181,0.0507082,0.3646617,0.2306529,0.2189198,0.2722271,0.2564115,0.2993445,0.3332237,0.7029484,0.7572953,0.0032278,0.6678037,0.5507778,0.5095634,0.5507181,583.3335
0.7204746,0.7467894,0.601372,0.7353481,0.6863319,0.5799514,0.6153327,0.7579126,0.7332394,0.5773616,0.7353182,0.0665526,0.0775166,0.5866645,0.4949465,0.0080235,0.6259343,0.7012324,0.7162553,7.61e-05,0.6861599,0.063678,0.6346118,0.6087705,0.1135099,0.0284181,0.5462692,0.5866175,0.4821251,0.7397508,0.6487007,0.6645406,0.692123,0.2950839,0.078349,0.0307992,0.3811028,0.2400435,0.127314,0.2482018,0.1831444,0.3662791,0.4147985,0.7377301,0.6621119,0.0012189,0.7389342,0.7368911,0.5689605,0.6380659,583.3335
0.5653112,0.7151498,0.6890553,0.6727814,0.7480161,0.6387754,0.5556224,0.7426334,0.6945937,0.7427308,0.7690229,0.0786275,0.1611184,0.781948,0.5882082,0.0034394,0.6526783,0.6876253,0.6917867,6.5e-06,0.7945019,0.0403301,0.6461024,0.6483843,0.0846641,0.0474741,0.5372448,0.6939478,0.5208414,0.7855855,0.6222358,0.6565789,0.549208,0.2565085,0.1161888,0.0422169,0.3241944,0.1341876,0.2534709,0.2152362,0.2795399,0.3409383,0.4128592,0.6568112,0.7239363,0.0116425,0.5958046,0.7417319,0.6065211,0.7226267,758.3335
0.7018329,0.6314044,0.5726079,0.6716184,0.711307,0.5515338,0.4756731,0.7172005,0.7293422,0.6631949,0.668129,0.078663,0.0831492,0.6520196,0.5537308,0.0031564,0.7479687,0.7214592,0.717493,1.5e-05,0.6430781,0.0239796,0.7118147,0.6259958,0.0844281,0.0433021,0.6084165,0.6565377,0.6018796,0.7614048,0.6377942,0.5968523,0.4666861,0.1962478,0.1075584,0.0298054,0.3922881,0.1885484,0.2450427,0.2930298,0.2169692,0.3145749,0.4599256,0.6548007,0.7304357,0.0009772,0.6857085,0.6198819,0.6052897,0.7801886,758.3335
0.612669,0.7165973,0.8083478,0.6490669,0.6651539,0.6000057,0.6120347,0.6028137,0.663433,0.554094,0.6766897,0.0664656,0.1181772,0.7137011,0.5645677,0.0022001,0.6568261,0.6264748,0.6644576,0.0006052,0.7729083,0.0215689,0.675997,0.6651927,0.1105459,0.0351912,0.7048512,0.545181,0.5993628,0.7387052,0.772855,0.6364241,0.6398249,0.198954,0.1335018,0.0205994,0.3959253,0.1732594,0.2298234,0.2734589,0.2630967,0.3390785,0.3614569,0.7228215,0.704201,0.0021059,0.7953646,0.6663487,0.5307533,0.7475416,758.3335
0.7134599,0.6913189,0.6693869,0.728025,0.7074276,0.7377101,0.6764868,0.6716624,0.7497471,0.5800707,0.6387461,0.0441769,0.1172176,0.6194677,0.5151973,0.0006512,0.6480582,0.7396819,0.677554,0.0005857,0.8853929,0.027001,0.7518224,0.6257837,0.1071303,0.0368829,0.5900147,0.6660683,0.480043,0.6765811,0.6678667,0.7121155,0.6221663,0.1814988,0.0529233,0.0225705,0.3367429,0.2275898,0.1531188,0.3260873,0.2890309,0.3329891,0.297682,0.7187983,0.5772392,0.0076551,0.7957022,0.812086,0.6040071,0.6409321,758.3335
0.7196312,0.722912,0.682658,0.6485479,0.6968203,0.8075464,0.5267867,0.7083511,0.7883351,0.5484936,0.7384305,0.0685454,0.1085806,0.6466502,0.5635157,0.0014938,0.5909842,0.7305249,0.7549078,0.0,0.5658117,0.0433792,0.5404566,0.7238358,0.1125236,0.0459321,0.6736801,0.8233362,0.4363925,0.6626232,0.7498805,0.5271867,0.6899513,0.2679219,0.0820244,0.0394781,0.4158236,0.2872664,0.1697317,0.2182416,0.3153702,0.3440461,0.4312921,0.6114571,0.5348073,0.0046265,0.6712642,0.7609446,0.5803766,0.7556705,925.0
0.5943089,0.6818196,0.6287592,0.5879062,0.6544934,0.7764664,0.6100325,0.7009001,0.6723815,0.4964087,0.5657983,0.0556119,0.0987309,0.6015427,0.5602442,0.001461,0.6352398,0.7238978,0.7739459,1.97e-05,0.6925435,0.056892,0.7078383,0.7209724,0.1157337,0.0575326,0.6311421,0.6226601,0.5660849,0.5240821,0.7647787,0.5757495,0.6512474,0.2984818,0.1473732,0.0216749,0.3864725,0.2243324,0.1446916,0.1801956,0.2844529,0.2468685,0.440673,0.7950099,0.7284368,0.0034386,0.7029786,0.6651005,0.5237169,0.6221492,925.0
0.6782824,0.6570359,0.6866261,0.6636926,0.6651536,0.8313203,0.5495154,0.7165635,0.7061109,0.6005288,0.65488,0.0640244,0.1124354,0.6006224,0.6528973,0.0050341,0.6760176,0.6515497,0.7116677,1e-07,0.7797497,0.068111,0.5869468,0.7560482,0.0891309,0.0476485,0.6480096,0.5848179,0.5732179,0.7136406,0.6821933,0.5709556,0.5417254,0.1801548,0.1438998,0.0237736,0.3345177,0.137052,0.1414946,0.1989442,0.2539586,0.344627,0.4594697,0.7040167,0.7880705,0.0025875,0.6736956,0.583131,0.5902163,0.9140395,925.0
0.8140635,0.6740858,0.7361137,0.7811244,0.5705443,0.7402075,0.5837274,0.7146947,0.6702283,0.6051737,0.7147551,0.0643935,0.1061673,0.6972906,0.4910135,0.0044255,0.7482596,0.5517623,0.6356347,2.36e-05,0.7125074,0.0485619,0.7292674,0.7146667,0.0935343,0.0449158,0.6388348,0.8375363,0.62016,0.597789,0.7127594,0.6795054,0.5365008,0.2149093,0.1101474,0.0328737,0.4254836,0.1816864,0.1387892,0.2984821,0.2443348,0.3993529,0.3659344,0.7510253,0.715229,0.0005007,0.5817276,0.6825648,0.5364538,0.6776613,74.9995
0.7159657,0.7023784,0.674993,0.6807483,0.7979304,0.5489783,0.5372429,0.6537643,0.7281279,0.6088294,0.6983639,0.0889218,0.1121022,0.6932763,0.6514204,0.0075653,0.5471904,0.6917613,0.4551237,1.51e-05,0.6600703,0.3156182,0.6910402,0.6642358,0.0335365,0.0156327,0.5704317,0.2070522,0.5898621,0.6496998,0.4496852,0.658417,0.4967476,0.1364196,0.5426841,0.0624812,0.2003191,0.1446981,0.2748821,0.200265,0.0515344,0.1874186,0.498195,0.7093608,0.3118364,0.0047056,0.705085,0.6753383,0.7149977,0.7567777,74.9995
0.7568899,0.6754378,0.7652755,0.6594351,0.7347704,0.6885992,0.5456203,0.6183597,0.6243927,0.6111773,0.5988976,0.0894604,0.0922125,0.6918208,0.7043988,0.0068377,0.4870583,0.5874143,0.3839073,0.0014398,0.7288167,0.38314,0.743061,0.6375104,0.0008158,0.0047712,0.5084959,0.0621206,0.6667546,0.6148587,0.1985804,0.4836072,0.2867871,0.0618297,0.6975565,0.0665501,0.1387722,0.1341741,0.3516204,0.2157507,0.0424888,0.1475472,0.6663776,0.7719274,0.2729327,0.0008574,0.7122097,0.6208204,0.7383417,0.7830437,74.9995
0.736627,0.6939026,0.6445605,0.6991169,0.6807206,0.6278606,0.5822288,0.6236472,0.6078938,0.5944682,0.7951148,0.0788082,0.0980875,0.7415264,0.719319,0.0107982,0.1031255,0.7530162,0.3316907,0.0001131,0.5608035,0.2782438,0.68297,0.6897663,0.0007343,0.0010025,0.5122875,0.0268359,0.6585179,0.7509374,0.14502,0.4039854,0.2153731,0.0182038,0.5482591,0.0373003,0.0823673,0.1955578,0.3335066,0.1078823,0.031945,0.1225932,0.7550484,0.67888,0.3644187,0.0020914,0.6170104,0.6880395,0.6240086,0.6622293,74.9995
0.7698746,0.7729674,0.7550191,0.7064201,0.6051175,0.6454704,0.5304229,0.7410379,0.6665281,0.5889071,0.7058908,0.0589503,0.1228616,0.6314111,0.7309499,0.009099,0.0444933,0.8054637,0.4111647,0.0001174,0.6800887,0.3370149,0.6715369,0.6922251,0.0016301,0.0049614,0.5884587,0.0137385,0.7680664,0.5444729,0.1171013,0.3056511,0.1792665,0.0118041,0.5818941,0.0457758,0.105575,0.2820752,0.4351658,0.1657687,0.029598,0.0756564,0.675536,0.7020786,0.2286354,0.0164576,0.6901233,0.7615231,0.3067149,0.7493237,241.6665
0.6812857,0.6562531,0.7474041,0.6167074,0.719383,0.5682929,0.605101,0.6724738,0.6747233,0.6677969,0.6790758,0.0509679,0.1148506,0.7687806,0.5515861,0.0011508,0.0402614,0.4254589,0.357128,0.0001446,0.616497,0.3277516,0.7403474,0.7950576,0.0005669,0.0105689,0.6065399,0.0267625,0.6719938,0.6646927,0.1249084,0.3246931,0.1678059,0.0486987,0.6958303,0.0276334,0.1327859,0.630538,0.2126354,0.0844463,0.0329846,0.0470293,0.7324542,0.6845576,0.2958244,0.0062128,0.625755,0.5966473,0.1792335,0.6300807,241.6665
0.782504,0.7578205,0.6983188,0.6562274,0.592318,0.5759116,0.4809139,0.6952063,0.6602146,0.598126,0.5814491,0.0679361,0.0856438,0.7595383,0.567481,0.0,0.008742,0.156131,0.3694631,0.0004228,0.7333023,0.3074501,0.7495434,0.6943449,0.0031344,0.0191902,0.6020206,0.0362867,0.7633548,0.825903,0.1065709,0.2403213,0.2170499,0.09988,0.6470776,0.0161563,0.0929078,0.8244756,0.066796,0.0540672,0.0242535,0.0268219,0.682649,0.7372951,0.3361229,0.0014501,0.7495284,0.7498351,0.0772871,0.7432103,241.6665
0.7296517,0.7632583,0.8342716,0.6862897,0.6943387,0.6811641,0.529336,0.6277438,0.675417,0.6139475,0.7518557,0.0736967,0.0985301,0.5711303,0.5929446,0.0038462,0.02437,0.1111884,0.3874786,6.8e-06,0.7818689,0.2951252,0.5666463,0.6827529,0.0014955,0.0030509,0.5554375,0.0143925,0.7104059,0.7507171,0.1067053,0.2305141,0.1047339,0.2462392,0.7243184,0.0792208,0.0750067,0.7301309,0.039616,0.0210907,0.003253,0.0407049,0.6040432,0.6086749,0.2637993,0.0016548,0.7542057,0.7012437,0.0206742,0.619925,416.66650000000004
0.7489443,0.7317543,0.7610873,0.6571267,0.7957976,0.5939493,0.5728312,0.6935371,0.6305346,0.6098396,0.5148627,0.0684236,0.1201691,0.6572058,0.4821921,0.0039695,0.0067192,0.0521383,0.4036525,0.0001375,0.6605634,0.3107338,0.6029137,0.6137228,0.0001937,0.0044087,0.5827449,0.0638403,0.7329595,0.6506422,0.1408675,0.173185,0.113217,0.2998782,0.6727021,0.0426738,0.0765275,0.656968,0.0136441,0.0253597,0.0059336,0.015601,0.5869139,0.7350187,0.3143617,0.0024737,0.8425689,0.6659442,0.0366595,0.7936268,416.66650000000004
0.6254317,0.6457872,0.6252331,0.6512532,0.7981374,0.5941556,0.5636638,0.6302233,0.6411184,0.612161,0.6486429,0.0391045,0.1042654,0.561108,0.6268674,0.0110262,0.0131007,0.016221,0.3702299,0.0011562,0.6238625,0.3246884,0.8633086,0.7260086,0.0026589,0.0045012,0.529252,0.0320299,0.636206,0.722541,0.1582818,0.2111726,0.1090571,0.2203323,0.5675028,0.0247441,0.0773452,0.5995952,0.0081123,0.03057,0.0032636,0.0223516,0.7057128,0.8051199,0.2974391,0.0055963,0.6850608,0.6855127,0.0048826,0.678196,416.66650000000004
0.6344222,0.7120991,0.9226934,0.8861128,0.6483872,0.6211698,0.4915757,0.7095154,0.5886414,0.6242788,0.66345,0.0883694,0.111102,0.6840246,0.4854967,0.0103667,0.0014125,0.015431,0.4318019,0.0004863,0.6672271,0.2992681,0.643983,0.6365619,0.0021729,0.0047934,0.5523608,0.0331403,0.6519287,0.6296827,0.1453042,0.1599727,0.1410145,0.2388344,0.654768,0.0236433,0.1223966,0.7013297,0.016998,0.0156175,0.0029646,0.0175312,0.7500028,0.6595531,0.3055011,0.0048218,0.8892418,0.8411052,0.004444,0.77787,416.66650000000004
0.7220347,0.7176889,0.6041731,0.6537364,0.7344277,0.6346991,0.605348,0.7468193,0.7016056,0.6357381,0.6629736,0.0747527,0.0804542,0.5912932,0.1787038,0.0089257,0.3918881,0.1448451,0.6774794,7.41e-05,0.6950892,0.0716191,0.6936293,0.6746734,0.0345048,0.0175635,0.5187676,0.5709938,0.7057729,0.7655042,0.4217484,0.2635883,0.1333092,0.2261331,0.6013075,0.0209337,0.2600893,0.646347,0.0067057,0.0150019,0.1101927,0.0634572,0.7111727,0.7335418,0.642392,0.0038853,0.6576688,0.6018129,0.0073812,0.7822141,583.3335
0.8288319,0.6668328,0.6649402,0.6976428,0.676625,0.6551264,0.5741528,0.8328634,0.6460169,0.6151278,0.6692446,0.095297,0.1629267,0.6062372,0.3935329,0.0051168,0.6491169,0.5919075,0.6170508,0.0,0.7694436,0.0254714,0.8544176,0.7170391,0.0472383,0.0305397,0.5061802,0.7519194,0.6881031,0.7764824,0.501223,0.4294687,0.2778192,0.2821872,0.5130674,0.060197,0.3202227,0.3509401,0.0236146,0.0768797,0.1242584,0.1002584,0.6098407,0.6716003,0.6973384,0.0010244,0.6903623,0.6544518,0.2016171,0.6901713,583.3335
0.6640703,0.6109754,0.6268717,0.7445938,0.7479547,0.6174666,0.5148704,0.7317775,0.752746,0.5720183,0.5866053,0.0981973,0.1156488,0.6201265,0.5246659,0.0008891,0.5707462,0.681413,0.7252143,0.0002139,0.7032108,0.0466263,0.7668395,0.7077147,0.0732134,0.068284,0.5837979,0.6679038,0.6152407,0.6319115,0.633083,0.4264637,0.4540606,0.2525614,0.2823724,0.0517958,0.4132898,0.2865848,0.0167115,0.0980215,0.1547836,0.2007291,0.5340461,0.672451,0.6772387,0.0051276,0.6563949,0.834965,0.344429,0.6505389,583.3335
0.5771362,0.6256753,0.6851147,0.7653795,0.7955993,0.710172,0.709333,0.7769329,0.790401,0.6063583,0.7457484,0.0810881,0.0593549,0.7206668,0.5323369,0.001906,0.627543,0.7530426,0.8344867,0.0006797,0.8443657,0.0621,0.6807683,0.6784853,0.0754559,0.0347337,0.6305506,0.5804159,0.5328112,0.6262576,0.6831758,0.5897844,0.5234377,0.1723463,0.1932135,0.0360412,0.4489519,0.2434309,0.0564728,0.1059354,0.1753166,0.3053777,0.5238321,0.6932833,0.6560712,0.0017195,0.6390536,0.7054157,0.3664098,0.6293887,758.3335
0.6401228,0.5641355,0.6750187,0.8145326,0.8491706,0.8248104,0.6426718,0.6086883,0.6316572,0.7369042,0.5962514,0.0762436,0.098101,0.7282516,0.5334961,0.0045321,0.5970062,0.7712206,0.6538338,7.36e-05,0.7274581,0.0666711,0.7674086,0.8326555,0.1055159,0.0243252,0.5197976,0.7080745,0.5424375,0.7656083,0.7595731,0.5506084,0.4761061,0.1636885,0.2867394,0.0450152,0.4709288,0.1641513,0.1164158,0.2205088,0.2561081,0.4396886,0.3732532,0.5677037,0.6299557,0.0209437,0.8375564,0.7355908,0.4579993,0.6896541,758.3335
0.5135268,0.623872,0.7865189,0.7066992,0.7177874,0.6555797,0.5004845,0.6765629,0.7380204,0.4777756,0.6995854,0.0557809,0.1844478,0.8128901,0.493363,0.0005287,0.617949,0.6562853,0.7124935,0.0002387,0.7672954,0.0445518,0.7000925,0.776259,0.0859676,0.0333262,0.6097145,0.7622292,0.6183976,0.7419169,0.6128475,0.6902618,0.4922889,0.1489519,0.2873793,0.0458331,0.5122962,0.1673455,0.1802129,0.335905,0.2088279,0.2715245,0.4059227,0.790582,0.6570266,0.0121997,0.6576933,0.7125858,0.54,0.6101924,758.3335
0.6380871,0.6478238,0.6165993,0.7474856,0.6006814,0.7021672,0.5311775,0.5825063,0.7098913,0.5969881,0.7012017,0.0416824,0.132867,0.6808905,0.4958609,0.0038097,0.7045076,0.6844226,0.7399138,0.0013736,0.8109301,0.0317335,0.6638801,0.7051144,0.0951146,0.0476556,0.5803074,0.7175916,0.6671428,0.7565933,0.7138146,0.5478007,0.5658095,0.0876838,0.1453139,0.0518161,0.3464191,0.1466425,0.2112867,0.3238459,0.2765473,0.3731537,0.434228,0.6701071,0.7176955,0.0049834,0.6741778,0.6052044,0.4495239,0.8430431,758.3335
0.7216487,0.7169302,0.6749785,0.7164429,0.6841097,0.64741,0.603836,0.6250732,0.7014429,0.6028223,0.7012662,0.067983,0.1553457,0.78395,0.5518254,0.0022842,0.7739777,0.6328046,0.6865124,0.0025495,0.854056,0.0473399,0.6691787,0.6471042,0.075767,0.0452021,0.6338497,0.7765701,0.6137236,0.6973543,0.7496387,0.5571079,0.5668857,0.1188326,0.1288494,0.0416078,0.5031915,0.1554069,0.2735529,0.3424023,0.2810859,0.4297438,0.3181725,0.6461687,0.6606196,0.0087592,0.714632,0.7332579,0.6319611,0.6771223,925.0
0.7753451,0.6607803,0.593258,0.6487297,0.6077156,0.5995616,0.6171282,0.6574129,0.7524608,0.5633159,0.7343676,0.0728051,0.1174268,0.6931739,0.5117839,0.0037172,0.697401,0.5891292,0.918278,0.0002309,0.6879145,0.0226655,0.6765425,0.6554264,0.1780486,0.052976,0.607044,0.5734073,0.4210294,0.706642,0.7299353,0.5913349,0.7031908,0.1887592,0.1299446,0.0312048,0.4845096,0.1523637,0.3229116,0.3302346,0.3013124,0.4648999,0.3221617,0.665686,0.6620672,0.0075598,0.6387538,0.6186013,0.597831,0.6969879,925.0
0.6960433,0.6961249,0.7895866,0.616483,0.6719787,0.5249441,0.5667586,0.7724474,0.6559152,0.5270927,0.7233161,0.0521259,0.1350291,0.5380612,0.6429341,0.0022251,0.7728685,0.681854,0.8121336,0.0012992,0.7808017,0.0243418,0.6984176,0.6436623,0.0904498,0.0321667,0.6773448,0.6697601,0.3868046,0.5655112,0.7235333,0.5628452,0.7575444,0.2208656,0.0707338,0.0196645,0.390985,0.2432828,0.275728,0.3903856,0.2668227,0.3827739,0.3235058,0.6534709,0.7934021,0.0028037,0.7793144,0.688029,0.6251357,0.6842952,925.0
0.7006437,0.8110534,0.6721096,0.606537,0.7556714,0.661075,0.5514842,0.6717917,0.6577014,0.4833727,0.614161,0.0754171,0.128943,0.6445775,0.5972436,0.0061055,0.7289429,0.6450832,0.6218779,6.4e-06,0.6180136,0.0352259,0.7726045,0.737426,0.1305275,0.0474061,0.7206147,0.5770707,0.517688,0.7379457,0.7929254,0.6558466,0.5817739,0.1777677,0.1043546,0.0535754,0.4417948,0.1793189,0.2528596,0.2614695,0.3306042,0.4203044,0.303851,0.6842005,0.6499326,0.0011742,0.5784854,0.621781,0.5220983,0.6519741,74.9995
0.6890737,0.5709121,0.1640187,0.7599695,0.6803339,0.6958988,0.6195447,0.6201093,0.7044385,0.57043,0.6355063,0.0610088,0.2183384,0.70324,0.5899311,0.0021171,0.7045372,0.6588605,0.7571168,0.0015151,0.546213,0.0988405,0.6889505,0.6349266,0.1004697,0.007854,0.6986586,0.7383941,0.5337599,0.6226403,0.7019624,0.6349025,0.4511115,0.1984203,0.0870647,0.0204418,0.2909875,0.1785512,0.1358241,0.3609955,0.2950424,0.3611342,0.5815582,0.5934905,0.7385493,0.001621,0.6683874,0.7245553,0.5870665,0.7194557,74.9995
0.5150701,0.7148464,0.1597197,0.6069193,0.6708862,0.5760456,0.4979906,0.6604098,0.6911654,0.700076,0.671927,0.0992559,0.110168,0.6095806,0.5899244,0.002439,0.6384951,0.6710207,0.7993511,0.0,0.7586549,0.0408717,0.6811842,0.7621185,0.0866308,0.0005523,0.6031002,0.7958136,0.5267077,0.7314384,0.6222438,0.5735946,0.4924733,0.12517,0.1733124,0.0195184,0.3990414,0.1516782,0.094522,0.3206732,0.2650647,0.4467135,0.6403749,0.6148604,0.6646142,0.0018558,0.6184373,0.6307832,0.56589,0.7745137,74.9995
0.6101465,0.671035,0.2655747,0.7405843,0.679355,0.5506081,0.5925991,0.6513091,0.751541,0.6179883,0.7041301,0.0472529,0.1012822,0.704773,0.5099562,0.0084824,0.6590229,0.7008552,0.6582702,6.9e-06,0.6751854,0.0691867,0.6714251,0.7675529,0.0867267,0.0026462,0.7135276,0.7062301,0.4865224,0.7328952,0.6287081,0.6172618,0.5770868,0.1773851,0.0796377,0.0212513,0.3610086,0.2222118,0.0986722,0.3213323,0.2986772,0.4834767,0.6793017,0.7802643,0.6189359,0.0050256,0.6031614,0.6375236,0.6389366,0.7183964,74.9995
0.729911,0.7373947,0.1985132,0.6070117,0.741215,0.6932778,0.6555411,0.7795617,0.650133,0.6529683,0.6484509,0.0794245,0.0841516,0.7453205,0.5707727,0.0070497,0.6931051,0.7452047,0.5840588,1.45e-05,0.7581516,0.0427335,0.654046,0.6997261,0.1423503,0.0020186,0.6872376,0.7408872,0.5138477,0.7335106,0.6656965,0.5339089,0.5227728,0.2889515,0.0712255,0.043855,0.4572288,0.210946,0.0959811,0.2804754,0.2742352,0.4077559,0.6845486,0.7057336,0.6509157,0.0109138,0.7263767,0.578092,0.6458676,0.6637119,241.6665
0.8200203,0.6664679,0.202339,0.7648072,0.6706082,0.5147151,0.5054192,0.8079177,0.7430254,0.541493,0.6517035,0.084538,0.152557,0.7330401,0.4678948,0.0042621,0.7729785,0.7215032,0.670077,1.22e-05,0.5770952,0.0489804,0.7087063,0.6495994,0.0964663,0.0006922,0.5678028,0.6667657,0.4468953,0.6807743,0.7320185,0.5135873,0.5350745,0.3598536,0.0725653,0.0369649,0.4467799,0.2521868,0.0512222,0.2913524,0.2571584,0.3076168,0.6672636,0.5920446,0.8421634,0.0043819,0.6744912,0.7117431,0.5489618,0.797051,241.6665
0.6717132,0.7127043,0.1075299,0.7084194,0.638827,0.6593407,0.5481557,0.750736,0.6933605,0.558213,0.701351,0.1096081,0.0695083,0.7747782,0.5698677,0.001622,0.577174,0.564707,0.6640008,6.86e-05,0.7941137,0.0501153,0.6885582,0.6301914,0.1663109,0.0004369,0.6035289,0.5709356,0.5948453,0.6056382,0.8041888,0.6544305,0.4485275,0.3302658,0.0943351,0.031366,0.4576098,0.2273155,0.085924,0.2811867,0.1738913,0.2055551,0.7352374,0.7356223,0.7052715,0.002642,0.6149383,0.718175,0.5819227,0.6234443,241.6665
